ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT4,PAY_AMT5,PAY_AMT6,Pay%1,Pay%2,Pay%3,default,FICO
14109,60000,2,2,2,23,31885,31268,31113,1,1319,2211,0,0.04,0.07,0,MT700
14117,550000,2,1,2,28,241595,237968,221199,6797,7195,6469,0.03,0.03,0.03,0,MT700
14121,160000,2,2,1,27,39137,26971,3426,539,1111,391,0.01,0.04,0.11,0,MT700
14127,360000,2,1,1,33,11111,18335,18889,18335,18889,19775,1.65,1.03,1.05,0,MT700
14135,120000,2,2,2,54,11129,11581,12782,2111,1782,2111,0.19,0.15,0.17,0,MT700
14136,5.00E+05,1,1,2,43,77194,77669,42159,78949,42985,62793,1.02,0.55,1.49,0,MT700
14140,20000,2,2,1,50,549,1321,781,1321,1,1,2.41,0,0,1,LT500
14145,5.00E+05,2,1,2,28,78171,78376,81912,3111,5111,11111,0.04,0.07,0.14,1,LT500
14146,170000,1,1,1,41,37419,36214,31798,5124,5112,11174,0.14,0.14,0.35,0,MT700
14160,220000,2,1,2,36,5342,5618,5236,5646,5262,3894,1.06,0.94,0.74,1,LT500
14165,210000,2,1,2,31,118171,111841,111716,5111,5111,4111,0.04,0.05,0.04,0,MT700
14171,140000,1,1,2,29,65571,67354,69173,3111,3111,3111,0.05,0.05,0.04,0,MT700
14190,30000,1,2,3,27,19332,18149,11743,796,484,432,0.04,0.03,0.04,0,MT700
14191,50000,1,1,2,25,21788,23281,22756,2111,1,1111,0.1,0,0.05,0,LT500
14202,180000,2,1,2,30,22811,96941,99551,75216,4111,1817,3.3,0.04,0.02,1,LT500
14204,140000,2,2,1,27,117375,114299,116281,3936,3871,3841,0.03,0.03,0.03,1,LT500
14210,4.00E+05,2,2,2,37,21511,27818,8342,27818,8342,14187,1.29,0.3,1.7,0,MT700
14217,70000,2,1,1,38,69836,71179,69484,3111,1,2811,0.04,0,0.04,1,LT500
14235,1.00E+05,1,1,2,27,41882,45683,5765,5111,2111,2111,0.12,0.05,0.37,0,MT700
14240,80000,2,1,2,26,19478,17882,5121,1111,112,311,0.06,0.01,0.06,0,LT500
14246,210000,2,2,1,36,65557,65287,64428,3111,3111,2511,0.05,0.05,0.04,0,MT700
14247,1.00E+05,1,1,2,26,69299,68131,63611,2511,2511,2611,0.04,0.04,0.04,0,MT700
14277,10000,1,2,2,38,9164,9356,9593,341,393,192,0.04,0.04,0.02,1,LT500
14280,220000,2,2,2,27,1471,1154,735,1,735,2215,0,0.64,3.01,1,LT500
14286,290000,1,1,2,36,118253,111765,13294,2794,13358,14715,0.02,0.12,1.11,0,MT700
14289,80000,2,2,1,45,34821,35553,36258,1291,1297,1511,0.04,0.04,0.04,1,LT500
14296,80000,2,3,1,25,2685,1395,2896,1395,2916,1,0.52,2.09,0,0,MT700
14301,7.00E+05,2,1,1,36,325968,271596,286815,21114,21111,21111,0.06,0.08,0.07,0,MT700
14305,60000,1,2,1,41,16941,13349,14826,11111,3111,5111,0.66,0.23,0.34,0,MT700
14310,50000,2,1,2,22,18587,21316,18271,2111,1111,2951,0.11,0.05,0.16,1,LT500
14320,310000,1,1,1,37,149146,198127,212293,75593,7111,7111,0.51,0.04,0.03,0,MT700
14332,490000,2,2,1,42,15926,8614,8941,8711,5134,1345,0.55,0.6,0.15,0,MT700
14336,390000,1,1,2,41,6965,4893,7777,4893,7777,7271,0.7,1.59,0.93,0,MT700
14337,380000,1,1,2,33,84687,84832,84576,3511,3211,3111,0.04,0.04,0.04,0,MT700
14341,30000,2,2,2,28,22124,22622,23112,1111,911,911,0.05,0.04,0.04,0,MT700
14343,180000,2,1,2,25,12159,8418,6896,1,6896,1,0,0.82,0,0,MT700
14347,4.00E+05,2,2,1,45,14757,44843,6622,44843,6622,6319,3.04,0.15,0.95,0,MT700
14362,240000,1,1,1,36,194485,216747,213388,15511,1,8111,0.08,0,0.04,0,LT500
14363,2.00E+05,1,2,2,33,3916,4248,5168,511,1111,1111,0.13,0.26,0.21,1,LT500
14366,90000,2,1,2,26,65463,65923,67269,2411,2411,2411,0.04,0.04,0.04,1,LT500
14382,230000,2,1,2,28,31111,61562,9968,61562,8111,6159,1.98,0.13,0.62,0,MT700
14389,50000,1,3,2,22,7694,7921,8141,511,411,511,0.07,0.05,0.06,0,MT700
14390,20000,1,2,2,21,19158,18762,19223,681,772,851,0.04,0.04,0.04,0,MT700
14394,30000,1,3,2,42,14125,14423,14516,522,521,521,0.04,0.04,0.04,1,LT500
14398,80000,2,1,1,54,14915,15382,16374,717,1411,211,0.05,0.09,0.01,1,LT500
14399,4.00E+05,1,1,1,36,21356,12781,11625,62,11681,31171,0,0.91,2.68,0,MT700
14404,290000,1,3,2,43,125973,128618,127976,4426,4859,5417,0.04,0.04,0.04,0,MT700
14408,30000,2,1,2,23,16911,17416,17618,778,631,653,0.05,0.04,0.04,1,LT500
14410,210000,2,1,1,39,2433,3115,3899,3115,3899,2461,1.28,1.25,0.63,1,LT500
14417,20000,1,3,2,48,8339,8161,8221,1,294,315,0,0.04,0.04,0,MT700
14430,210000,1,2,2,28,133216,98885,88111,4185,4511,3875,0.03,0.05,0.04,0,MT700
14442,260000,1,1,3,41,249771,243277,241576,8521,11167,8111,0.03,0.05,0.03,0,MT700
14444,140000,1,1,2,28,2173,4732,1131,4732,1131,2114,2.18,0.24,1.87,0,MT700
14446,60000,2,2,2,24,55925,57163,48228,2131,2111,3511,0.04,0.04,0.07,1,LT500
14449,290000,1,1,2,28,141711,122755,216138,11111,1.11E+05,7681,0.08,0.91,0.04,0,MT700
14451,130000,1,2,2,29,111236,114763,118884,6811,6511,1,0.06,0.06,0,0,MT700
14456,150000,2,2,2,26,111135,111982,113971,4111,5111,5111,0.04,0.05,0.04,0,MT700
14457,210000,1,2,3,27,84365,86517,87296,3511,3139,3373,0.04,0.04,0.04,0,MT700
14458,10000,1,2,3,28,8134,8256,8957,511,1111,511,0.06,0.13,0.06,1,LT500
14463,50000,2,2,1,32,15175,16534,16819,1711,711,623,0.11,0.04,0.04,0,MT700
14479,30000,2,1,2,23,27818,31218,31582,4111,1,1511,0.15,0,0.05,0,LT500
14483,30000,1,2,2,33,31167,26719,13836,1265,886,66,0.04,0.03,0,0,MT700
14501,240000,2,2,1,29,219111,211373,211215,7,8229,7621,0,0.04,0.04,1,LT500
14504,50000,2,2,2,23,11199,9261,6816,284,1111,1111,0.03,0.12,0.16,1,LT500
14515,10000,2,2,2,32,9495,9469,11191,511,1651,1,0.05,0.17,0,0,MT700
14526,180000,1,2,2,43,161118,164717,151235,7111,7111,5111,0.04,0.04,0.03,0,MT700
14529,180000,2,3,2,25,89547,91639,93991,3511,4111,3714,0.04,0.04,0.04,0,MT700
14530,240000,1,3,1,38,151295,228276,233179,81111,8611,9111,0.54,0.04,0.04,0,MT700
14538,60000,1,3,2,29,7193,7973,9138,1111,1211,1,0.15,0.15,0,1,LT500
14539,1.00E+05,1,3,1,35,75714,55714,56811,4122,2132,2112,0.05,0.04,0.04,0,MT700
14543,50000,1,2,1,38,31542,32185,32911,1311,1411,1311,0.04,0.04,0.04,1,LT500
14545,80000,1,2,1,46,77851,81331,81111,4116,3111,1,0.05,0.04,0,1,LT500
14560,150000,2,2,2,41,15119,13895,14236,515,573,1113,0.03,0.04,0.08,0,MT700
14570,20000,2,3,1,61,5971,8945,9896,3111,1111,1,0.52,0.12,0,1,LT500
14581,130000,2,3,1,48,42132,44191,44636,4111,4111,3111,0.1,0.09,0.07,0,MT700
14582,130000,2,1,2,47,22145,21652,23138,1,2111,1,0,0.1,0,1,LT500
14583,2.00E+05,1,2,1,30,116296,61792,31818,3111,1611,55111,0.03,0.03,1.73,0,MT700
14622,5.00E+05,2,1,2,27,26191,9558,4242,9615,4242,931,0.37,0.44,0.22,0,MT700
14633,20000,1,3,2,35,18654,18914,21211,686,1611,1,0.04,0.09,0,0,MT700
14638,10000,2,3,3,52,7773,5968,5381,711,1311,3211,0.09,0.22,0.6,1,LT500
14645,20000,2,3,1,36,21114,19331,17176,851,661,651,0.04,0.03,0.04,0,MT700
14647,20000,2,2,2,25,19534,19321,12442,386,249,1,0.02,0.01,0,0,LT500
14652,330000,2,1,1,42,3899,2717,8111,2717,8111,1,0.7,2.99,0,0,MT700
14661,20000,1,2,2,25,18692,16135,12262,532,424,621,0.03,0.03,0.05,0,MT700
14663,4.00E+05,2,1,2,33,11641,41432,21175,41432,21974,44135,3.56,0.53,2.08,0,MT700
14664,3.00E+05,2,2,2,39,991,991,991,991,991,991,1,1,1,0,MT700
14666,20000,1,2,1,47,14516,12839,8495,5111,3111,511,0.35,0.24,0.06,1,LT500
14674,120000,2,1,2,27,11673,9671,9332,2551,1,11111,0.22,0,1.19,0,LT500
14678,80000,2,2,1,53,21325,21276,21662,811,1111,1111,0.04,0.05,0.05,0,MT700
14682,5.00E+05,2,2,2,31,66144,75191,81619,11111,11111,11211,0.17,0.15,0.14,0,MT700
14683,50000,1,1,2,25,49296,47221,49584,2,4115,6,0,0.09,0,0,MT700
14690,70000,2,2,2,26,22587,24361,25424,3111,1511,1118,0.14,0.06,0.04,0,MT700
14695,2.00E+05,2,2,2,30,12674,14168,6468,14445,6867,399,1.14,0.48,0.06,1,LT500
14697,3.00E+05,2,1,2,39,99812,97711,99538,1,4111,4211,0,0.04,0.04,0,MT700
14699,140000,1,1,2,33,68972,47268,2299,1183,1121,67243,0.02,0.02,29.25,0,MT700
14720,240000,1,1,2,33,6997,15617,44412,15685,44513,21159,2.24,2.85,0.48,0,MT700
14722,170000,2,1,2,37,38579,77819,47975,66111,41971,25156,1.71,0.54,0.52,0,MT700
14725,70000,2,2,2,55,42946,43843,44714,1589,1598,1654,0.04,0.04,0.04,0,MT700
14729,110000,1,2,1,30,65413,66521,68271,2311,3111,5211,0.04,0.05,0.08,1,LT500
14732,150000,2,2,2,29,66193,62568,63828,1773,1792,1846,0.03,0.03,0.03,0,MT700
14736,4.00E+05,2,2,2,44,33745,5143,1611,5168,1611,1,0.15,0.31,0,0,MT700
14752,20000,2,1,1,41,1616,1616,3167,1,3167,1,0,1.96,0,0,MT700
14757,180000,1,1,2,28,177871,169767,175867,8111,14251,8111,0.05,0.08,0.05,0,MT700
14763,180000,2,1,1,43,135914,127915,129465,4649,5184,4564,0.03,0.04,0.04,0,MT700
14765,120000,2,2,2,25,43834,43449,44675,2111,2111,1511,0.05,0.05,0.03,0,MT700
14772,20000,1,2,1,37,3826,2111,2154,2111,2154,2515,0.55,1.02,1.17,0,MT700
14773,30000,1,3,1,44,12986,13775,14393,1111,1111,1111,0.09,0.08,0.08,0,MT700
14806,20000,1,2,2,24,17735,19446,18988,2111,1,1211,0.12,0,0.06,0,LT500
14809,170000,1,1,1,35,526,635,761,635,761,526,1.21,1.2,0.69,1,LT500
14813,10000,2,2,1,49,5543,5615,5717,311,215,311,0.06,0.04,0.05,1,LT500
14815,230000,2,1,2,29,2586,3198,4261,3198,4261,4944,1.24,1.33,1.16,0,MT700
14816,2.00E+05,2,3,1,45,1462,15195,17933,15195,17933,887,10.39,1.18,0.05,0,MT700
14820,320000,1,2,2,36,275361,268871,256974,9518,9219,11213,0.03,0.03,0.04,0,MT700
14828,1.00E+05,2,1,2,42,18951,19667,18531,1111,396,311,0.06,0.02,0.02,0,MT700
14863,70000,2,3,2,41,33683,34227,34327,1816,1383,1251,0.05,0.04,0.04,0,MT700
14866,20000,1,2,1,32,19218,19611,21111,392,411,1,0.02,0.02,0,1,LT500
14868,1.00E+05,2,2,2,29,94453,99711,97944,6811,1,3511,0.07,0,0.04,1,LT500
14881,120000,1,3,1,32,115736,117729,121611,4111,5111,4711,0.04,0.04,0.04,0,MT700
14908,290000,2,2,2,31,173856,172835,176711,7111,6811,7111,0.04,0.04,0.04,0,MT700
14925,280000,2,2,1,38,211226,217812,219281,11111,15111,11111,0.05,0.07,0.05,0,MT700
14929,210000,2,2,2,33,117846,118877,121476,4111,3687,3511,0.03,0.03,0.03,0,MT700
14935,140000,1,1,1,36,43961,45193,46342,2111,2111,5111,0.05,0.05,0.11,0,MT700
14942,1.00E+05,2,2,1,39,81249,82415,77111,3511,3111,6111,0.04,0.04,0.08,1,LT500
14944,30000,1,2,1,53,19131,24541,26315,8111,2731,1,0.42,0.11,0,0,MT700
14956,50000,2,2,1,44,21192,18813,17328,711,629,488,0.03,0.03,0.03,0,MT700
14970,180000,2,1,2,31,3172,2756,2441,1,1,316,0,0,0.13,1,LT500
14981,30000,1,2,1,23,31127,31525,29793,1111,1,711,0.04,0,0.02,1,LT500
14989,70000,2,1,1,42,43378,46664,47341,4111,1611,2111,0.09,0.03,0.04,1,LT500
14993,260000,1,1,1,51,2856,814,615,814,615,1776,0.29,0.76,2.89,0,MT700
14998,50000,1,2,2,24,28471,29319,28419,2114,1212,1151,0.07,0.04,0.04,0,MT700
15002,80000,2,1,2,24,58125,59527,61778,3111,2141,3111,0.05,0.04,0.05,0,MT700
15006,60000,2,2,2,34,27725,28282,31268,991,2419,1,0.04,0.09,0,0,MT700
15017,30000,1,1,2,42,31277,31128,31198,1111,1151,1111,0.04,0.04,0.04,0,MT700
15032,280000,1,2,1,38,3415,1815,2153,1814,2162,1757,0.53,1.19,0.82,0,MT700
15033,20000,1,2,1,46,11181,781,1171,1,1,931,0,0,0.8,1,LT500
15047,50000,1,3,2,47,27595,27745,28186,979,1164,1311,0.04,0.04,0.05,0,MT700
15048,50000,1,3,1,44,18115,18369,18888,515,671,781,0.03,0.04,0.04,0,MT700
15049,340000,1,1,1,42,11311,3631,3577,13,3615,6765,0,1,1.89,0,MT700
15056,2.00E+05,1,1,1,39,142615,149894,153154,11211,5711,5911,0.08,0.04,0.04,1,LT500
15057,20000,1,3,2,40,9557,11395,11227,1111,1111,1111,0.12,0.1,0.1,0,MT700
15062,10000,1,2,2,34,11114,11184,9936,511,511,611,0.05,0.05,0.06,0,MT700
15079,260000,1,2,1,32,21325,43849,22821,43968,3114,2121,2.06,0.07,0.09,0,MT700
15083,110000,1,2,2,32,95571,91794,81365,8111,3111,3211,0.08,0.03,0.04,0,MT700
15098,290000,1,1,2,36,126952,113575,56564,3113,2111,2111,0.02,0.02,0.04,0,MT700
15110,210000,1,2,1,44,216635,96241,88141,2111,1811,11111,0.01,0.02,0.13,0,MT700
15118,50000,1,1,1,48,49162,41973,39671,1275,1377,1882,0.03,0.03,0.05,0,MT700
15125,490000,1,2,1,50,215628,217883,223541,11111,11111,8111,0.05,0.05,0.04,0,MT700
15144,290000,2,1,2,42,11767,4684,3685,4684,3685,4352,0.4,0.79,1.18,0,MT700
15157,70000,2,2,2,23,35638,36146,36958,1311,1489,1811,0.04,0.04,0.05,0,MT700
15159,30000,2,2,2,22,25131,7746,11583,8119,6117,3123,0.32,0.79,0.27,0,MT700
15160,70000,2,2,2,22,65117,28736,29221,1171,1111,1171,0.02,0.04,0.04,0,MT700
15169,50000,2,2,1,23,51125,29562,29786,1145,1177,1171,0.02,0.04,0.04,0,MT700
15173,30000,2,2,2,23,29315,29418,28699,1174,1217,4312,0.04,0.04,0.15,1,LT500
15180,90000,2,2,2,28,66627,71652,69397,5141,1,2611,0.08,0,0.04,1,LT500
15184,80000,2,2,2,25,13768,17748,11577,5111,1111,1311,0.37,0.06,0.11,0,MT700
15187,80000,2,2,2,24,18839,3811,23836,1,23836,3111,0,6.25,0.13,0,MT700
15190,90000,2,2,2,24,63362,65311,67248,3111,3111,5111,0.05,0.05,0.08,1,LT500
15197,150000,2,2,2,26,117416,116323,112179,3911,4511,4111,0.03,0.04,0.04,0,MT700
15201,90000,2,2,2,30,75136,77194,75718,5511,1611,3951,0.07,0.02,0.05,1,LT500
15222,150000,2,2,1,32,11177,7954,8149,1,8149,1111,0,1.02,0.14,0,MT700
15224,460000,2,2,2,35,453771,396611,392879,13811,14111,14521,0.03,0.04,0.04,1,LT500
15238,290000,2,1,1,30,36439,33231,32131,987,1112,1135,0.03,0.03,0.04,0,MT700
15239,260000,2,2,2,34,37947,41122,34751,7111,3111,11111,0.19,0.08,0.32,0,MT700
15242,80000,2,2,1,36,49555,38185,32582,1485,1258,3611,0.03,0.03,0.11,0,MT700
15243,70000,2,2,1,38,35711,36252,37118,1444,1491,1344,0.04,0.04,0.04,0,MT700
15245,80000,2,2,1,37,33531,34184,33513,1511,1,1311,0.05,0,0.04,0,LT500
15254,180000,2,1,2,37,31931,33928,35235,5111,2111,5111,0.16,0.06,0.15,0,MT700
15266,230000,2,1,1,39,143168,145271,141874,5111,5111,18111,0.04,0.04,0.13,0,MT700
15281,2.00E+05,2,2,1,30,82269,85193,86871,5111,3196,3231,0.06,0.04,0.04,0,MT700
15294,180000,2,2,1,47,825,1651,825,1651,1,8214,2,0,9.96,0,LT500
15302,180000,2,2,1,46,169138,172388,165165,6543,6251,14614,0.04,0.04,0.09,0,MT700
15304,140000,2,3,1,41,113319,115712,118619,4111,4521,6111,0.04,0.04,0.05,1,LT500
15320,210000,2,1,2,37,73158,46823,1427,936,29,631,0.01,0,0.44,0,LT500
15364,240000,2,2,1,42,9228,7776,7511,7776,7511,635,0.84,0.97,0.08,0,MT700
15376,5.00E+05,2,2,1,33,291112,295756,312149,11111,11111,13111,0.04,0.04,0.04,0,MT700
15380,2.00E+05,2,2,2,43,11311,11111,11111,11111,11111,11111,0.98,1,1,0,MT700
15381,390000,2,1,2,30,57852,55913,53516,2511,2111,2111,0.04,0.04,0.04,0,MT700
15383,6.00E+05,2,2,1,38,416551,416545,421232,15113,15113,15111,0.04,0.04,0.04,0,MT700
15397,80000,2,3,1,51,51497,28251,28173,1211,1211,1111,0.02,0.04,0.04,0,MT700
15398,50000,2,3,1,55,12423,41956,45112,31111,4111,1,2.5,0.1,0,0,MT700
15405,320000,2,3,1,51,953,868,872,868,4,954,0.91,0,1.09,0,LT500
15421,60000,2,3,1,59,694,694,28948,694,28948,1144,1,41.71,0.04,0,MT700
15423,5.00E+05,2,1,2,54,211181,185131,168868,6111,6111,5111,0.03,0.03,0.03,0,MT700
15429,50000,1,2,2,23,27148,54991,28481,1111,2411,1511,0.04,0.04,0.05,0,MT700
15435,50000,1,2,2,25,8548,51678,48221,48111,2141,2121,5.63,0.04,0.04,0,MT700
15452,5.00E+05,1,1,2,28,51132,49348,41652,3164,3122,2118,0.06,0.06,0.05,0,MT700
15471,360000,1,1,2,30,143367,135751,138659,5111,5111,7111,0.04,0.04,0.05,0,MT700
15481,1.00E+05,1,1,1,33,67146,69938,74811,4111,6111,1,0.06,0.09,0,1,LT500
15482,150000,1,1,1,37,5872,3168,2181,3168,2181,3242,0.54,0.69,1.49,1,LT500
15490,30000,1,3,1,28,59113,58116,31911,4,2214,1,0,0.04,0,0,MT700
15506,50000,1,3,1,29,49138,28661,31398,1111,2159,1,0.02,0.08,0,0,MT700
15535,2.00E+05,1,2,2,35,26619,25392,23367,5111,5111,1111,0.19,0.2,0.05,0,MT700
15546,270000,1,1,1,37,165481,76144,77944,5111,3111,3111,0.03,0.04,0.04,1,LT500
15549,450000,1,2,2,36,4715,3275,6422,3284,6441,4285,0.7,1.97,0.67,1,LT500
15562,480000,1,1,1,43,393892,348733,331931,15111,15111,12111,0.04,0.04,0.04,0,MT700
15575,50000,1,2,1,51,32925,26641,22247,2388,944,1111,0.07,0.04,0.05,1,LT500
15581,250000,1,2,1,52,32459,34611,36539,3111,2511,2511,0.1,0.07,0.07,1,LT500
15587,240000,1,1,2,57,248945,224776,11567,21119,3111,9111,0.08,0.01,0.79,0,LT500
15591,110000,1,2,2,51,51584,49611,51485,1811,2111,2111,0.04,0.04,0.04,0,MT700
15629,90000,2,2,1,37,1173,1173,9699,1173,9699,11289,1,8.27,1.16,0,MT700
15632,330000,2,1,2,36,37117,31555,13421,814,475,697,0.02,0.02,0.05,0,MT700
15653,290000,2,2,2,41,277311,219747,212127,7111,7111,5111,0.03,0.03,0.02,0,MT700
15655,120000,2,1,2,40,12155,11968,12968,239,1111,652,0.02,0.09,0.05,0,MT700
15657,150000,2,3,1,46,33311,34681,36161,11111,11111,11111,0.33,0.32,0.31,0,MT700
15663,130000,2,2,2,43,113736,111414,111157,6938,3467,3593,0.06,0.03,0.03,0,MT700
15664,10000,2,2,2,55,8356,8527,4694,171,94,81,0.02,0.01,0.02,1,LT500
15687,170000,1,2,2,29,93983,2816,1732,3511,2111,311,0.04,0.75,0.18,0,MT700
15691,20000,1,2,2,24,16216,18127,12364,2111,1,1111,0.13,0,0.09,0,LT500
15700,20000,1,2,1,31,19773,21238,18162,1111,1111,1111,0.06,0.05,0.06,0,MT700
15710,230000,1,2,1,41,37116,36519,31214,2511,2111,2111,0.07,0.06,0.07,0,MT700
15715,210000,1,1,1,47,13984,9958,13166,9958,13166,6151,0.71,1.32,0.47,0,MT700
15716,270000,1,1,1,39,9194,225614,7443,225616,7443,69551,24.54,0.03,9.34,0,MT700
15717,50000,1,2,2,44,7988,8986,11463,1511,2111,1511,0.19,0.23,0.13,0,MT700
15725,140000,1,2,2,38,141617,139353,141953,5111,6111,5311,0.04,0.04,0.04,0,MT700
15732,220000,1,1,1,42,51511,2212,4533,1,5131,1,0,2.32,0,0,MT700
15735,20000,2,2,1,38,5165,5161,2181,2181,1,1,0.42,0,0,0,LT500
15740,80000,2,1,2,27,4131,3741,1414,1,1414,1621,0,0.38,1.15,0,MT700
15744,130000,2,1,2,26,6116,1385,1666,1385,1666,1,0.23,1.2,0,0,MT700
15749,20000,2,2,1,23,18398,19152,15429,1111,1,379,0.06,0,0.02,0,LT500
15754,80000,2,1,2,22,51279,41166,28657,2111,3111,1111,0.04,0.08,0.04,0,MT700
15756,60000,2,3,2,23,47818,28357,29319,3111,3112,1121,0.07,0.11,0.04,0,MT700
15760,130000,2,2,2,22,15443,25371,4264,15571,4264,1111,1.01,0.17,0.26,0,MT700
15761,20000,2,2,2,22,13949,13437,13182,1,1,4611,0,0,0.35,1,LT500
15763,60000,2,2,1,23,35619,31211,1527,1511,1527,27887,0.04,0.05,18.26,1,LT500
15767,10000,2,1,2,22,6977,6593,7481,242,1111,273,0.03,0.17,0.04,0,MT700
15769,50000,2,3,2,23,33886,32929,34549,1324,3768,1,0.04,0.11,0,1,LT500
15779,20000,2,2,2,24,12756,13811,13439,1259,1,1211,0.1,0,0.09,1,LT500
15787,50000,2,2,3,24,9866,5386,5651,2211,1111,3111,0.22,0.21,0.55,0,MT700
15790,390000,2,1,2,25,26992,33483,37465,11111,11111,5111,0.41,0.33,0.14,0,MT700
15794,60000,2,2,2,23,21614,21877,21535,1111,1111,1111,0.05,0.05,0.05,0,MT700
15795,20000,2,3,1,24,17623,15237,13776,516,813,1119,0.03,0.05,0.08,0,MT700
15798,50000,2,2,2,23,49263,18296,34822,1111,1111,1111,0.02,0.06,0.03,0,MT700
15811,10000,2,1,2,27,9289,9593,9795,1111,511,421,0.12,0.05,0.04,1,LT500
15821,30000,2,1,2,27,26851,26818,27599,557,1111,2111,0.02,0.04,0.08,0,MT700
15827,50000,2,2,2,27,45744,43123,42343,1,1528,3138,0,0.04,0.07,1,LT500
15833,50000,2,2,2,27,21229,21178,19275,1111,1111,1111,0.05,0.05,0.06,0,MT700
15836,60000,2,1,2,27,3579,3411,4417,1,1117,1,0,0.33,0,0,MT700
15838,130000,2,1,2,27,12188,74188,63593,65111,3111,41813,5.34,0.04,0.66,0,MT700
15842,210000,2,2,2,28,2316,1446,131242,1446,131242,5111,0.62,90.76,0.04,0,MT700
15850,110000,2,1,1,28,116828,84729,82911,11191,1,3111,0.1,0,0.04,0,LT500
15851,50000,2,1,2,28,51794,51911,51976,4111,1,2111,0.08,0,0.04,1,LT500
15857,30000,2,2,2,27,18191,12134,6879,1,511,2417,0,0.04,0.35,0,MT700
15858,2.00E+05,2,2,2,26,11721,12293,11798,2618,344,253,0.22,0.03,0.02,0,MT700
15862,30000,2,2,2,29,16557,16857,18121,575,1539,711,0.03,0.09,0.04,1,LT500
15868,110000,2,2,2,30,131541,127114,111429,1,5111,5111,0,0.04,0.05,1,LT500
15892,80000,2,2,2,24,68997,71364,71842,2513,2596,3111,0.04,0.04,0.04,0,MT700
15896,20000,2,2,1,29,21234,21511,19897,911,1,511,0.04,0,0.03,0,LT500
15907,180000,2,2,2,30,131773,121293,123947,4711,5111,4711,0.04,0.04,0.04,0,MT700
15909,50000,2,2,1,32,51275,21189,19964,1289,712,713,0.03,0.03,0.04,0,MT700
15923,80000,2,2,1,29,49143,23962,23283,1111,5111,1111,0.02,0.21,0.05,1,LT500
15936,30000,2,2,1,25,29243,31262,31327,2811,1,1181,0.1,0,0.04,1,LT500
15939,170000,2,2,2,27,13263,3637,4814,1111,2111,1111,0.08,0.58,0.23,0,MT700
15951,50000,2,2,1,31,19894,19758,19324,1111,711,771,0.06,0.04,0.04,1,LT500
15954,1.00E+05,2,1,2,31,1481,1481,741,741,1,2931,0.5,0,3.96,0,LT500
15955,50000,2,1,2,38,22651,23275,24912,1111,2111,1,0.05,0.09,0,1,LT500
15972,260000,2,3,1,44,112311,115517,118111,3611,4111,4111,0.03,0.04,0.03,0,MT700
15975,50000,2,2,1,35,25738,25948,26163,1111,1111,1511,0.04,0.04,0.06,0,MT700
15976,60000,2,3,1,35,19738,19195,19473,1,2111,1111,0,0.11,0.06,1,LT500
15977,50000,2,2,1,48,19378,18874,19361,1111,2111,1111,0.06,0.11,0.06,1,LT500
15981,30000,2,3,1,37,23548,11791,7276,299,325,1,0.01,0.03,0,0,MT700
15982,30000,2,2,1,49,27949,27216,29138,1,2351,1133,0,0.09,0.04,0,MT700
15983,30000,2,3,1,46,12891,13961,14182,1284,491,1,0.1,0.04,0,0,MT700
15998,50000,2,2,2,24,37516,36614,37537,1,1519,1388,0,0.04,0.04,0,MT700
16007,210000,2,2,1,34,31684,29892,31516,1,1117,1114,0,0.04,0.04,0,MT700
16014,2.00E+05,2,3,2,26,1111,2231,1191,2111,1191,866,1.9,0.53,0.73,0,MT700
16027,130000,2,2,2,37,92317,87375,87634,3111,3311,3211,0.03,0.04,0.04,1,LT500
16030,80000,2,2,1,39,2136,841,1181,1,931,1,0,1.11,0,1,LT500
16033,90000,2,2,2,35,28125,26758,26112,1111,1111,1111,0.04,0.04,0.04,0,MT700
16045,80000,2,3,1,26,12118,11658,12613,1,1111,2111,0,0.1,0.17,0,MT700
16050,110000,2,3,3,37,61121,58661,59891,2197,2174,2211,0.04,0.04,0.04,0,MT700
16056,2.00E+05,2,3,1,46,124282,118956,121449,15653,3793,11111,0.13,0.03,0.09,0,MT700
16062,30000,2,2,2,39,29376,29564,28762,1117,1132,1367,0.04,0.04,0.05,0,MT700
16063,80000,2,2,1,45,27383,27475,27823,1111,1113,1111,0.04,0.04,0.04,0,MT700
16071,50000,2,2,1,33,21767,13816,5321,1111,5211,1,0.05,0.38,0,0,MT700
16076,160000,2,3,1,38,115127,111864,112418,3711,3211,3411,0.03,0.03,0.03,1,LT500
16078,110000,2,2,1,46,88618,71865,65629,4915,1,3111,0.06,0,0.05,0,LT500
16085,50000,2,2,1,43,22263,18711,12712,378,258,5381,0.02,0.01,0.42,0,LT500
16121,50000,2,2,1,39,32663,29618,28939,1186,1198,1114,0.04,0.04,0.04,0,MT700
16122,20000,2,2,3,30,18772,19145,19545,685,718,711,0.04,0.04,0.04,1,LT500
16139,30000,2,3,2,33,25317,26516,26133,1432,1,566,0.06,0,0.02,1,LT500
16145,220000,2,2,2,36,119884,116114,118212,3775,4111,5111,0.03,0.04,0.04,0,MT700
16165,50000,2,3,2,47,17761,19462,22141,2111,3111,3111,0.12,0.16,0.14,0,MT700
16172,350000,2,2,2,40,4683,3797,6677,3816,6718,21115,0.81,1.77,3.16,0,MT700
